platform,product_name,price_tier,current_price,tier_avg_price,pct_of_avg,recommendation,suggested_price
Flipkart,BEARDO God Father and wishky smoke EDP ml Perfume Set of 2 Pcs Eau de Parfum  -  200 ml,Mid-range,1224.0,907.0,135.0,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS A Thousand Wishes Fine Fragrance New Collection Limited Edition 2025 Body Mist  -  For Women,Mid-range,1221.0,907.0,134.6,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS at the beach Body Mist  -  For Men & Women,Mid-range,1216.0,907.0,134.1,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS YOU'RE THE ONE Body Mist  -  For Men & Women,Mid-range,1216.0,907.0,134.1,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS A Thousand Wishes New Body Mist  -  For Women,Mid-range,1211.0,907.0,133.5,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS New Collection In The Stars Fine Fragrance Mist Body Mist  -  For Men & Women,Mid-range,1207.0,907.0,133.1,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS VANILLA ROMANCE Body Mist  -  For Men & Women,Mid-range,1201.0,907.0,132.4,Overpriced — Review Positioning,997.0
Flipkart,Ajmal BASTION EDP 100 ML Eau de Parfum  -  100 ml,Mid-range,1200.0,907.0,132.3,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS Into The Night Fine Fragrance New Collection Limited Edition 2025 Body Mist  -  For Women,Mid-range,1193.0,907.0,131.6,Overpriced — Review Positioning,997.0
Flipkart,BATH & BODY WORKS WINTER CANDY APPLE BODY MIST Body Mist  -  For Men & Women,Mid-range,1149.0,907.0,126.7,Overpriced — Review Positioning,997.0
Flipkart,feelhigh Dareej Pour Homme Eau de Parfum  -  100 ml,Mid-range,1145.0,907.0,126.3,Overpriced — Review Positioning,997.0
Flipkart,"LIBERTY Luxury Aqualun Pour Homme -Perfume, Eau de Parfum  -  100 ml",Mid-range,1127.0,907.0,124.3,Overpriced — Review Positioning,997.0
Flipkart,Signature Royal Perfume- Emperor For Men|Premium Long Lasting Fragrance Eau de Parfum  -  100 ml,Mid-range,1125.0,907.0,124.1,Overpriced — Review Positioning,997.0
Flipkart,"BELLAVITA CEO MAN Eau De Parfum,Long Lasting Notes of Tonka,Agarwood & Ambergris Perfume  -  100 ml",Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,"BELLAVITA Fresh Eau De Toilette Unisex Perfume with Bergamot, Orris Lavender & Ylang Ylang Perfume  -  100 ml",Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,BELLAVITA Discovery Perfume Gift Set for Men|7x8ML|Long Lasting Fragrances| Eau de Parfum  -  56 ml,Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,STYLEOBJECTS Black Odor Cologne Car Air Perfume | Car Freshener Diffuser Black Odor Car Perfume | Air Freshener for Cars ( Cologne ),Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,"BELLAVITA DATE & GLAM Body Mist Set|Floral, Jasmine & Vanilla notes|Long Lasting scent| Body Mist  -  For Women",Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,"BELLAVITA GLAM Body Mist Set|Floral, Jasmine & Citrus notes|Long Lasting Fragrance| Body Mist  -  For Women",Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,"BELLAVITA Deo Men's Body Parfum Combo|Long Lasting, No Gas Deodorant| Deodorant Spray  -  For Men",Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,"BELLAVITA Men's No Gas deodorant Combo|Long Lasting fragrance, with Woody & Citrus Notes| Deodorant Spray  -  For Men",Budget,499.0,278.0,179.3,Overpriced — Review Positioning,306.0
Flipkart,QASWAR Dark Knight | Fresh Spicy & Citrusy Masculine Fragrance | Aromatic Cologne Eau de Parfum  -  50 ml,Budget,498.0,278.0,179.0,Overpriced — Review Positioning,306.0
Flipkart,"adiic Laurel Peak Perfume for Men, Long Lasting Luxury with Classic French Notes Eau de Cologne  -  30 ml",Budget,497.0,278.0,178.6,Overpriced — Review Positioning,306.0
Flipkart,"THE MAN COMPANY Black EDT Perfume For Men (Pack of 2, 50ml each) Long Lasting Perfume Body Spray Eau de Toilette  -  100 ml",Budget,494.0,278.0,177.5,Overpriced — Review Positioning,306.0
Flipkart,"DENVER Sporting Club Rider, Goal & Victor Body Spray  -  For Men",Budget,488.0,278.0,175.4,Overpriced — Review Positioning,306.0
Flipkart,"BEARDO Godfather Perfume-Premium, Strong and Long Lasting Fragrance-Aromatic-Gift Eau de Parfum  -  100 ml",Budget,486.0,278.0,174.7,Overpriced — Review Positioning,306.0
Flipkart,Scentigrade TrioPack(15°+25°+55°)|Unisex Luxury Perfume Body Spray|No Gas Long Lasting Scent Eau de Cologne  -  450 ml,Budget,486.0,278.0,174.7,Overpriced — Review Positioning,306.0
Flipkart,BELLAVITA SKAI AQUATIC Perfume For Men & Women with Musky & Fresh Scent Eau de Cologne  -  100 ml,Budget,485.0,278.0,174.3,Overpriced — Review Positioning,306.0
Flipkart,ANEES E Saab | elie saab Inspired Fragrance in Oil Concentration Floral Attar,Budget,485.0,278.0,174.3,Overpriced — Review Positioning,306.0
Flipkart,Secret Temptation Te Amo combo (120 ml x 3) Body Spray  -  For Women,Budget,485.0,278.0,174.3,Overpriced — Review Positioning,306.0
Flipkart,Aesh Blue Desire Eau De Parfum | Alcohol-Free Long Lasting Perfume Eau de Parfum  -  50 ml,Budget,484.0,278.0,173.9,Overpriced — Review Positioning,306.0
Flipkart,Parfumori Phero Hypnos Luxury Perfume | Unisex Power Plus Fragrance | Eau de Cologne  -  50 ml,Budget,483.0,278.0,173.6,Overpriced — Review Positioning,306.0
Flipkart,"Just Herbs Emerald Elixir Premium Attar , Non-Alcoholic , Long lasting Floral Attar",Budget,474.0,278.0,170.4,Overpriced — Review Positioning,306.0
Flipkart,CARLTON LONDON Luxury Perfume Elite Unisex Gift Set for Men and Women Eau de Parfum  -  80 ml,Budget,473.0,278.0,170.0,Overpriced — Review Positioning,306.0
Flipkart,"Engage Amber Hues Perfume, Ambery and Fruity, Ideal For Special Occasions, Tester Free Eau de Parfum  -  100 ml",Budget,471.0,278.0,169.3,Overpriced — Review Positioning,306.0
Flipkart,MOD Long Lasting Fresh Aquatic Fragrance | Premium Everyday Perfume | Eau de Parfum  -  50 ml,Budget,469.0,278.0,168.6,Overpriced — Review Positioning,306.0
Flipkart,Ajmal Royal Misk Rijali Attar for Men & Women Floral Attar,Budget,464.0,278.0,166.8,Overpriced — Review Positioning,306.0
Flipkart,navora Gallant Stride | Perfect gift choice | Suitable for all occasions Eau de Parfum  -  60 ml,Budget,460.0,278.0,165.3,Overpriced — Review Positioning,306.0
Flipkart,AXE Intense Body Spray  -  For Men,Budget,459.0,278.0,165.0,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Edge Perfume Eau de Parfum  -  100 ml,Budget,453.0,278.0,162.8,Overpriced — Review Positioning,306.0
Flipkart,"Ajmal ARTISAN - PATCHOULI HAZE Long-lasting Fragrance, Handpicked Luxury Perfume Eau de Parfum  -  100 ml",Budget,452.0,278.0,162.4,Overpriced — Review Positioning,306.0
Flipkart,DENVER Luxury Collection Unisex Gift Pack (20ml x 4) Perfume  -  80 ml,Budget,451.0,278.0,162.1,Overpriced — Review Positioning,306.0
Flipkart,DENVER Gentlemen Collection EDP (20 ml x 3) Perfume  -  60 ml,Budget,451.0,278.0,162.1,Overpriced — Review Positioning,306.0
Flipkart,PATEL Nesty Apparel Spray Perfume  -  100 ml,Budget,450.0,278.0,161.7,Overpriced — Review Positioning,306.0
Flipkart,PATEL NECK 50 ML UNISEX APPAREL PERFUME Perfume  -  50 ml,Budget,450.0,278.0,161.7,Overpriced — Review Positioning,306.0
Flipkart,USTRAA After Dark Cologne - Perfume for Men | Ideal for night occasions | Long-lasting Perfume  -  100 ml,Budget,450.0,278.0,161.7,Overpriced — Review Positioning,306.0
Flipkart,USTRAA After Dark Cologne | Ideal For Night occasions | Long-Lasting Perfume  -  100 ml,Budget,450.0,278.0,161.7,Overpriced — Review Positioning,306.0
Flipkart,USTRAA Tattoo Cologne - Perfume for Men | With a mix of spicy woody and citrusy notes Perfume  -  100 ml,Budget,450.0,278.0,161.7,Overpriced — Review Positioning,306.0
Flipkart,USTRAA Scuba Cologne - Perfume for Men | With lively Spicy & Deep Aquatic Notes Perfume  -  100 ml,Budget,450.0,278.0,161.7,Overpriced — Review Positioning,306.0
Flipkart,Kenaz Fortuna Long Lasting Unisex Perfume | Floral Fruity | 20% Oil Dubai Parfum Eau de Parfum  -  100 ml,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,Kenaz Oud Ameer Luxury Perfume for Men & Women| Amber Oud |Oil Dubai Unisex Parfum Eau de Parfum  -  100 ml,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,Kenaz Gentleman Long Lasting Luxury Perfume for Men | Amber Woody | Oil Dubai Parfum Eau de Parfum  -  100 ml,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,BELLAVITA Unisex Scents Gift Set|4x20ml|Long Lasting Perfume|Woody & Musk Fragrance Notes| Eau de Parfum  -  80 ml,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,BELLAVITA DEVIL perfume for Men & Women with Spicy & Woody Notes|Long Lasting Fragrance| Eau de Parfum  -  100 ml,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,valenzers Royale Mirage Original Attar - 10ml Roll On - Free from Alcohol Floral Attar,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,ATARSTORY Timber Oudh Luxury Fragrence | Attar Perfume |100% Alcohol Free | Long Lasting Herbal Attar,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,BELLAVITA Magical Scents Gift Set For All|4x20ml|With Woody & Oriental Notes|Long Lasting| Eau de Parfum  -  80 ml,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,BELLAVITA PURE MUSK perfume for Men & Women|Floral & Woody Notes|Long Lasting Fragrance| Eau de Parfum  -  100 ml,Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,"Ajmal ARTISAN - OUDH SMEAR Long-lasting Fragrance, Handpicked Luxury Perfume Eau de Parfum  -  100 ml",Budget,449.0,278.0,161.4,Overpriced — Review Positioning,306.0
Flipkart,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack (20ml x 4) Perfume Eau de Parfum  -  80 ml,Budget,447.0,278.0,160.7,Overpriced — Review Positioning,306.0
Flipkart,La French Timeless Perfume For Men 100ml | Long-Lasting Fragrance| Perfect for Daily Wear Eau de Parfum  -  100 ml,Budget,445.0,278.0,159.9,Overpriced — Review Positioning,306.0
Flipkart,Plum BodyLovin' Vanilla Caramello| A Long Lasting Delicious Vanilla Caramel Fragrance Body Mist  -  For Men & Women,Budget,444.0,278.0,159.6,Overpriced — Review Positioning,306.0
Flipkart,Plum BodyLovin' Smokin' Vanilla | Long Lasting Spicy Vanilla Scent | Perfume Spray | Body Mist  -  For Men & Women,Budget,444.0,278.0,159.6,Overpriced — Review Positioning,306.0
Flipkart,"Spinz Exotic & Black Magic Perfumed Deo for Women,Combo Pack, (200ml x 2) Deodorant Spray  -  For Women",Budget,440.0,278.0,158.1,Overpriced — Review Positioning,306.0
Flipkart,THE MAN COMPANY Black EDT Premium Long Lasting Perfume for men Eau de Toilette  -  100 ml,Budget,436.0,278.0,156.7,Overpriced — Review Positioning,306.0
Flipkart,IKYK Perfumes Gift Set – Premium Long Lasting Perfume EDP 2 * 15ml for HIM & HER Eau de Parfum  -  30 ml,Budget,435.0,278.0,156.3,Overpriced — Review Positioning,306.0
Flipkart,RAMSONS EXOTICA. Eau de Parfum  -  100 ml,Budget,433.0,278.0,155.6,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Hydra Energy Eau de Parfum Eau de Parfum  -  100 ml,Budget,431.0,278.0,154.9,Overpriced — Review Positioning,306.0
Flipkart,"Ambipur Premium Perfume AC Vent Jasmine Combo Air Freshener Value Pack with Mogra Car Freshener Aroma Oil, Diffuser, Refill Car Air Freshener-Exotic Jasmine Combo Value Pack with Mogra Vibes Essential oil Perfume",Budget,431.0,278.0,154.9,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Ultra Sensual Perfume & Eau de Parfum For Men Eau de Parfum  -  100 ml,Budget,431.0,278.0,154.9,Overpriced — Review Positioning,306.0
Flipkart,FOGG Royal & napoleon deodorant With Long Lasting Perfume Body Spray  -  For Men,Budget,431.0,278.0,154.9,Overpriced — Review Positioning,306.0
Flipkart,"Engage Gift Set Moments Perfume, Long Lasting Fragrance, ITC Wedding Hamper, Pack of 1 Eau de Parfum  -  100 ml",Budget,429.0,278.0,154.2,Overpriced — Review Positioning,306.0
Flipkart,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum  -  100 ml,Budget,428.0,278.0,153.8,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Hydra Energy Eau de Parfum  -  100 ml,Budget,428.0,278.0,153.8,Overpriced — Review Positioning,306.0
Flipkart,Plum BodyLovin' Hawaiian Rumba | Long Lasting Beachy Fragrance | Perfume Spray | Body Mist  -  For Men & Women,Budget,425.0,278.0,152.7,Overpriced — Review Positioning,306.0
Flipkart,Plum BodyLovin' Vanilla Vibes | Long Lasting Warm Vanilla Fragrance | Perfume Spray | Body Mist  -  For Men & Women,Budget,425.0,278.0,152.7,Overpriced — Review Positioning,306.0
Flipkart,Plum BodyLovin' Trippin' Mimosas | Long Lasting Citrusy Fragrance | Perfume Spray | Body Mist  -  For Men & Women,Budget,425.0,278.0,152.7,Overpriced — Review Positioning,306.0
Flipkart,All4pets Combo of Cologne Coolmint + Cologne Baby Scent powder mint green Cologne,Budget,424.0,278.0,152.4,Overpriced — Review Positioning,306.0
Flipkart,DENVER HAMILTON Body Spray  -  For Men,Budget,424.0,278.0,152.4,Overpriced — Review Positioning,306.0
Flipkart,PERFUMEPLANET FRESH LILY Eau de Parfum  -  50 ml,Budget,423.0,278.0,152.0,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone CODE Titanium Combo (150 ml each) Body Spray  -  For Men,Budget,423.0,278.0,152.0,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Oud Perfume for Men | Long-Lasting Oud Perfume | Premium Woody Oriental Eau de Parfum  -  100 ml,Budget,422.0,278.0,151.7,Overpriced — Review Positioning,306.0
Flipkart,"Engage Gift Set Celebrations Perfume Spray, Long Lasting Wedding Hamper by ITC (25mlx4) Perfume  -  100 ml",Budget,421.0,278.0,151.3,Overpriced — Review Positioning,306.0
Flipkart,Ajmal DUBAI OUD CP|Woody Fragrance|Non-Alcoholic|Long Lasting Perfume Men&Women-5ML Floral Attar,Budget,420.0,278.0,150.9,Overpriced — Review Positioning,306.0
Flipkart,PERFUMEPLANET EAU ROSE Eau de Parfum  -  50 ml,Budget,420.0,278.0,150.9,Overpriced — Review Positioning,306.0
Flipkart,LA MONT PERFUMES Akako Signature Collection Eau De Parfum For Unisex - 50ml Eau de Parfum  -  50 ml,Budget,420.0,278.0,150.9,Overpriced — Review Positioning,306.0
Flipkart,PARK AVENUE Euphoria Eau de Parfum Eau de Parfum  -  100 ml,Budget,417.0,278.0,149.9,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Ultra Sensual Perfume Perfume  -  100 ml,Budget,417.0,278.0,149.9,Overpriced — Review Positioning,306.0
Flipkart,Aqualogica Refresh+ On the Go | Set of 3 Perfume Body Mist  -  For Women,Budget,417.0,278.0,149.9,Overpriced — Review Positioning,306.0
Flipkart,"Aqualogica Refresh+ Mist Me Not Set of 3 Perfume Body Mist, 3x 20ml | Travel-Friendly | Eau de Parfum  -  60 ml",Budget,417.0,278.0,149.9,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Code Steel Combo Body Spray  -  For Men,Budget,417.0,278.0,149.9,Overpriced — Review Positioning,306.0
Flipkart,Pilgrim NY Babe Body Mist with Dewy Rose & Patchouli | Long-Lasting Freshness | Body Mist  -  For Women,Budget,416.0,278.0,149.5,Overpriced — Review Positioning,306.0
Flipkart,Yardley London Mist Perfumed Spray Eau de Cologne  -  100 ml,Budget,415.0,278.0,149.1,Overpriced — Review Positioning,306.0
Flipkart,"Renee Princess Disney Moana Tropical Bliss Fragrance Mist, Mild & Long Lasting Scent Body Mist  -  For Women",Budget,415.0,278.0,149.1,Overpriced — Review Positioning,306.0
Flipkart,Ajmal Nightingale & Distraction & Magnetize & Persuade Deodorant Combo Deodorant Spray  -  For Men & Women,Budget,414.0,278.0,148.8,Overpriced — Review Positioning,306.0
Flipkart,SUGACCI Aqui Unisex Perfume with International Fragrance Eau de Parfum  -  50 ml,Budget,413.0,278.0,148.4,Overpriced — Review Positioning,306.0
Flipkart,"Wild Stone Edge Perfume, 100ml Body Spray  -  For Men",Budget,413.0,278.0,148.4,Overpriced — Review Positioning,306.0
Flipkart,RIYA Born Rich Perfume for Boys | Long Lasting | Mild Fragrance | Combo of 2 Eau de Parfum  -  200 ml,Budget,411.0,278.0,147.7,Overpriced — Review Positioning,306.0
Flipkart,Yardley London Gentleman Royale Daily Wear Perfume  -  100 ml,Budget,409.0,278.0,147.0,Overpriced — Review Positioning,306.0
Flipkart,"FOGG Marco,Royal & Napoleon Deodorant With Long Lasting Perfume Body Spray  -  For Men",Budget,408.0,278.0,146.6,Overpriced — Review Positioning,306.0
Flipkart,USTRAA Ammunition Cologne - Perfume for Men | Deep & Mysterious Fragrance Perfume  -  100 ml,Budget,405.0,278.0,145.6,Overpriced — Review Positioning,306.0
Flipkart,Plum BodyLovin' Feelin' So Rose | Long Lasting Rose Fragrance | Perfume Spray | Body Mist  -  For Men & Women,Budget,405.0,278.0,145.6,Overpriced — Review Positioning,306.0
Flipkart,USTRAA Base Camp Cologne - Perfume for Men | Cool & Crisp Fragrance of the Mountains Perfume  -  100 ml,Budget,405.0,278.0,145.6,Overpriced — Review Positioning,306.0
Flipkart,NEXT Pack of 2 Deodorant for Men and Women - 1000+ Deo Deodorant Spray  -  For Men & Women,Budget,404.0,278.0,145.2,Overpriced — Review Positioning,306.0
Flipkart,RIYA Bindas Perfume | Long Lasting Fragrance | Combo of 2 Eau de Parfum  -  200 ml,Budget,400.0,278.0,143.8,Overpriced — Review Positioning,306.0
Flipkart,Adilqadri Jannatul Firdaus Attar | Herbal Notes | Non Alcoholic Long Lasting Attar 5.5ml Floral Attar,Budget,399.0,278.0,143.4,Overpriced — Review Positioning,306.0
Flipkart,Next Care Luxury Velvet Oud Perfume | With Saffron & Musk Notes | Long Lasting Eau de Parfum  -  100 ml,Budget,399.0,278.0,143.4,Overpriced — Review Positioning,306.0
Flipkart,Afeem Pure 120ml With Raid 40ml S Eau de Parfum  -  160 ml,Budget,399.0,278.0,143.4,Overpriced — Review Positioning,306.0
Flipkart,DOVE Men+Care Invisible Dry Spray Antiperspirant Deodorant (Pack of 2) Deodorant Spray  -  For Men,Budget,399.0,278.0,143.4,Overpriced — Review Positioning,306.0
Flipkart,Airious Fresh and Luxury ELITE AROMA-OBSCURE DUSK Eau de Parfum  -  100 ml,Budget,398.0,278.0,143.0,Overpriced — Review Positioning,306.0
Flipkart,All4pets Combo of Cologne Raspberry + Cologne Baby Scent powder Rashberry Cologne,Budget,395.0,278.0,142.0,Overpriced — Review Positioning,306.0
Flipkart,La French Imperial Eau De Parfum | Long-Lasting Luxurious Fragrance | Bold & Elegant Scent Eau de Parfum  -  100 ml,Budget,395.0,278.0,142.0,Overpriced — Review Positioning,306.0
Flipkart,FOGG Scent Impressio Eau de Parfum  -  75 ml,Budget,394.0,278.0,141.6,Overpriced — Review Positioning,306.0
Flipkart,FOGG Impressio & Perfume Scent With Long Lasting Eau de Parfum  -  100 ml,Budget,392.0,278.0,140.9,Overpriced — Review Positioning,306.0
Flipkart,"being indian Perfume Body Spray BI1, BI3, BI5 Deodorant Spray Body Spray  -  For Men & Women",Budget,392.0,278.0,140.9,Overpriced — Review Positioning,306.0
Flipkart,BLA BLI BLU The Game Changer Men Perfume Trial Set|6x7ml|Woody & Musky Notes|Long Lasting| Perfume  -  42 ml,Budget,389.0,278.0,139.8,Overpriced — Review Positioning,306.0
Flipkart,Yardley London Gentleman Classic With Fresh Woody Fougere Daily Wear Perfume  -  100 ml,Budget,389.0,278.0,139.8,Overpriced — Review Positioning,306.0
Flipkart,"being indian Perfume Body Spray BI1, BI5, BI2, BI6 Body Spray - For Men & Women Body Spray  -  For Men & Women",Budget,389.0,278.0,139.8,Overpriced — Review Positioning,306.0
Flipkart,DENVER Imperial Gift Set Perfume 70 ML+ 200 ML Perfume  -  270 ml,Budget,387.0,278.0,139.1,Overpriced — Review Positioning,306.0
Flipkart,ST-JOHN Cobra Perfume Long Lasting 80 ML Eau de Parfum  -  160 ml,Budget,387.0,278.0,139.1,Overpriced — Review Positioning,306.0
Flipkart,DENVER Hamilton Gift Set (180 ml + 70 ml) Perfume  -  250 ml,Budget,387.0,278.0,139.1,Overpriced — Review Positioning,306.0
Flipkart,Fragrance & Fashion Aquatic Couple Combo - 2 x 30 ML Eau de Parfum  -  60 ml,Budget,387.0,278.0,139.1,Overpriced — Review Positioning,306.0
Flipkart,Wild Stone Ultra Sensual Perfume Eau de Parfum For Men Eau de Parfum  -  100 ml,Budget,387.0,278.0,139.1,Overpriced — Review Positioning,306.0
Flipkart,"Engage Yang Skin Friendly Women Perfume, Fruity Fragrance Scent, Ideal for Gifting Eau de Parfum  -  100 ml",Budget,386.0,278.0,138.7,Overpriced — Review Positioning,306.0
Flipkart,Envy Natural Spray Gift Pack 60 Ml each Perfume  -  120 ml,Budget,386.0,278.0,138.7,Overpriced — Review Positioning,306.0
Flipkart,DENVER Blackcode Gift Set (180 ml + 70 ml) Body Spray  -  For Men,Budget,386.0,278.0,138.7,Overpriced — Review Positioning,306.0
Flipkart,Next Care Luxury Velvet Oud Perfume | With Saffron & Musk Notes | Budget Friendly Perfume  -  100 ml,Budget,385.0,278.0,138.4,Overpriced — Review Positioning,306.0
Flipkart,"BEARDO Mariner EDP Perfume | Fresh, Aqua Notes | Strong & Hints of Long Lasting Aroma Eau de Parfum  -  50 ml",Budget,384.0,278.0,138.0,Overpriced — Review Positioning,306.0
Flipkart,BLACK ODOR Wood Cologne Car Freshener Refill Car Air Freshener Wood Cologne Fragrance Natural Car Air Freshener,Budget,384.0,278.0,138.0,Overpriced — Review Positioning,306.0
Flipkart,FOGG I Am Queen Perfume Scent With Long Lasting Eau de Parfum  -  100 ml,Budget,384.0,278.0,138.0,Overpriced — Review Positioning,306.0
Flipkart,ARBERRY Arabian Legacy - Long Lasting Luxury Oud Perfume Gift Set - 4x20 ML Eau de Parfum  -  80 ml,Budget,383.0,278.0,137.6,Overpriced — Review Positioning,306.0
Flipkart,Plum BodyLovin' Petals On The Rocks Body Mist | Long-Lasting | Floral Fragrance Body Mist  -  For Men & Women,Budget,382.0,278.0,137.3,Overpriced — Review Positioning,306.0
Flipkart,"La French Invoke Eau de Parfum, 100ml For Men and Women Eau de Parfum  -  100 ml",Budget,380.0,278.0,136.6,Overpriced — Review Positioning,306.0
Flipkart,ACTIWOW Luxury Thai Oud & Thai Aqua Perfume Thai Divine Oud Aqua B02 Eau de Parfum  -  50 ml,Budget,380.0,278.0,136.6,Overpriced — Review Positioning,306.0
Flipkart,Aone Jasmine and Real Magic Perfume 100ML Each (Pack of 2) Eau de Parfum  -  200 ml,Budget,378.0,278.0,135.9,Overpriced — Review Positioning,306.0
Flipkart,CANTABIL BMST00002_BEIGE Body Mist  -  For Men & Women,Budget,376.0,278.0,135.1,Overpriced — Review Positioning,306.0
Flipkart,VILLAIN CLASSIC 100ML LUXURY PERFUME Eau de Parfum  -  100 ml,Budget,375.0,278.0,134.8,Overpriced — Review Positioning,306.0
Flipkart,VISTA AUTO Cool Cologne aroma Car Freshener Diffuser Aura Natural Fiber Car Freshener - Cool Cologne 40 g,Budget,375.0,278.0,134.8,Overpriced — Review Positioning,306.0
Flipkart,VILLAIN HYDRA LUXURY PERFUME FOR MEN 100ML Eau de Parfum  -  100 ml,Budget,375.0,278.0,134.8,Overpriced — Review Positioning,306.0
Flipkart,METRON London black Perfume  -  60 ml,Budget,374.0,278.0,134.4,Overpriced — Review Positioning,306.0
Flipkart,"Just Herbs Topaz Magic Premium Attar, Non-Alcoholic , Long lasting Floral Attar",Budget,374.0,278.0,134.4,Overpriced — Review Positioning,306.0
Flipkart,Yardley London Gentleman ROYALE (Daily Wear) Perfume Eau de Toilette  -  100 ml,Budget,374.0,278.0,134.4,Overpriced — Review Positioning,306.0
Flipkart,MOTIWALA Cologne Attar | Citrus & Aromatic Roll On | Long Lasting Attar for Men and Women Floral Attar,Budget,372.0,278.0,133.7,Overpriced — Review Positioning,306.0
Flipkart,Charlene Spray Mist Intimate Gold 4pcs (30ml each) Perfume  -  120 ml,Budget,371.0,278.0,133.3,Overpriced — Review Positioning,306.0
Flipkart,D'Clarks ROMAN MUSK Luxury Perfume 50ml For Unisex Eua De Perfuem (Pack of 1) Eau de Parfum  -  50 ml,Budget,371.0,278.0,133.3,Overpriced — Review Positioning,306.0
Flipkart,DENVER Sporting_Club Goal Gift Set Deodorant Spray  -  For Men,Budget,370.0,278.0,133.0,Overpriced — Review Positioning,306.0
Flipkart,Aqualogica Refresh+ Sweet Summer Kiss Perfume Body Mist with Zemea and Hyaluronic Acid Body Mist  -  For Women,Budget,368.0,278.0,132.3,Overpriced — Review Positioning,306.0
Flipkart,DENVER Sporting Club-Victor Gift Set Deodorant Spray  -  For Men,Budget,368.0,278.0,132.3,Overpriced — Review Positioning,306.0
Flipkart,VOKKA Thai Oud & Thai Aqua 100 ml Each Luxury Long Lasting EDP Fragrance For Gift Eau de Parfum  -  100 ml,Budget,366.0,278.0,131.5,Overpriced — Review Positioning,306.0
Flipkart,Balaji Chandan 8ML Attar Rol On Floral Attar,Budget,363.0,278.0,130.5,Overpriced — Review Positioning,306.0
Flipkart,La French Luxury Giftset For Her 4 x 20ml Eau de Parfum  -  80 ml,Budget,363.0,278.0,130.5,Overpriced — Review Positioning,306.0
Flipkart,pawingclaw Dry bath the dark Cologne,Budget,361.0,278.0,129.7,Overpriced — Review Positioning,306.0
Flipkart,pawingclaw Dry bath the Liliac Cologne,Budget,361.0,278.0,129.7,Overpriced — Review Positioning,306.0
Flipkart,pawingclw Dry bath the tanglad Cologne,Budget,361.0,278.0,129.7,Overpriced — Review Positioning,306.0
Flipkart,MISA LUXURY OUD Eau de Parfum - 50 ml (For Men & Women | Long Lasting Premium Fragrance) Eau de Parfum  -  50 ml,Budget,361.0,278.0,129.7,Overpriced — Review Positioning,306.0
Flipkart,"VILLAIN Snake Perfume | Lemon, Patchouli & Amber Notes | Long Lasting EDP Eau de Parfum  -  100 ml",Budget,360.0,278.0,129.4,Overpriced — Review Positioning,306.0
Flipkart,Adilqadri Shanaya Perfume Arabic & French Blend - Men & Women Eau de Parfum - 20 ml Eau de Parfum  -  20 ml,Budget,359.0,278.0,129.0,Overpriced — Review Positioning,306.0
Flipkart,"Adilqadri AQ 365 Perfume, French & Fruity Long Lasting Scent Eau de Parfum  -  30 ml",Budget,359.0,278.0,129.0,Overpriced — Review Positioning,306.0
Flipkart,Adilqadri Shanaya Attar | Arabic & French Blend | Non-Alcoholic Roll-on Fragrance - 5.5ml Floral Attar,Budget,359.0,278.0,129.0,Overpriced — Review Positioning,306.0
